Count,Date,DAM LMP,RT LMP,RT DAM Spread,RT>DAM,Day of week,Month,Season,DAM yesterday,DAM 7 days ago,DAM to DAM spread,Rolling 7d DAM mean,Rolling 7d RT DAM spread,Weight,,,Lamba (half life),1 year,0.0019
1296,7/19/2022,94.97,120.03,25.05,1,2,7,Summer,92.97,86.91,2.00,84.24,6.16,0.3653514215,,,,,
1297,7/20/2022,129.55,185.37,55.82,1,3,7,Summer,94.97,84.94,34.58,85.39,7.68,0.366046177,,,,,
1298,7/21/2022,144.08,171.84,27.76,1,4,7,Summer,129.55,88.58,14.53,91.76,15.62,0.3667422536,,,,,
1299,7/22/2022,151.33,125.29,-26.03,0,5,7,Summer,144.08,81.83,7.25,99.69,18.91,0.3674396539,,,,,
1300,7/23/2022,138.31,113.84,-24.47,0,6,7,Summer,151.33,77.28,-13.01,109.62,16.41,0.3681383803,,,,,
1301,7/24/2022,121.65,127.12,5.47,1,7,7,Summer,138.31,77.15,-16.67,118.34,14.11,0.3688384355,,,,,
1302,7/25/2022,141.18,127.07,-14.12,0,1,7,Summer,121.65,92.97,19.54,124.69,13.04,0.3695398219,,,,,
1303,7/26/2022,106.19,71.59,-34.60,0,2,7,Summer,141.18,94.97,-35.00,131.58,7.07,0.3702425421,,,,,
1304,7/27/2022,100.14,89.78,-10.36,0,3,7,Summer,106.19,129.55,-6.05,133.18,-1.45,0.3709465986,,,,,
1305,7/28/2022,112.48,160.08,47.60,1,4,7,Summer,100.14,144.08,12.34,128.98,-10.91,0.3716519939,,,,,
1306,7/29/2022,108.58,105.67,-2.91,0,5,7,Summer,112.48,151.33,-3.90,124.47,-8.07,0.3723587306,,,,,
1307,7/30/2022,97.06,97.50,0.44,1,6,7,Summer,108.58,138.31,-11.51,118.36,-4.77,0.3730668112,,,,,
1308,7/31/2022,88.06,81.06,-7.01,0,7,7,Summer,97.06,121.65,-9.00,112.47,-1.21,0.3737762383,,,,,
1309,8/1/2022,99.21,73.97,-25.24,0,1,8,Summer,88.06,141.18,11.15,107.67,-2.99,0.3744870145,,,,,
1310,8/2/2022,109.17,111.59,2.42,1,2,8,Summer,99.21,106.19,9.96,101.67,-4.58,0.3751991423,,,,,
1311,8/3/2022,101.78,107.98,6.20,1,3,8,Summer,109.17,100.14,-7.39,102.10,0.71,0.3759126242,,,,,
1312,8/4/2022,125.14,125.03,-0.10,0,4,8,Summer,101.78,112.48,23.35,102.33,3.07,0.376627463,,,,,
1313,8/5/2022,120.43,114.25,-6.18,0,5,8,Summer,125.14,108.58,-4.71,104.14,-3.74,0.3773436611,,,,,
1314,8/6/2022,105.09,136.48,31.39,1,6,8,Summer,120.43,97.06,-15.34,105.84,-4.21,0.3780612211,,,,,
1315,8/7/2022,108.52,149.60,41.07,1,7,8,Summer,105.09,88.06,3.44,106.98,0.21,0.3787801456,,,,,
1316,8/8/2022,136.56,233.43,96.87,1,1,8,Summer,108.52,99.21,28.04,109.91,7.08,0.3795004373,,,,,
1317,8/9/2022,128.95,271.00,142.05,1,2,8,Summer,136.56,109.17,-7.62,115.24,24.52,0.3802220986,,,,,
1318,8/10/2022,109.55,106.89,-2.66,0,3,8,Summer,128.95,101.78,-19.40,118.07,44.47,0.3809451323,,,,,
1319,8/11/2022,100.50,97.86,-2.64,0,4,8,Summer,109.55,125.14,-9.05,119.18,43.20,0.3816695409,,,,,
1320,8/12/2022,86.58,84.65,-1.93,0,5,8,Summer,100.50,120.43,-13.92,115.66,42.84,0.382395327,,,,,
1321,8/13/2022,74.81,63.74,-11.08,0,6,8,Summer,86.58,105.09,-11.77,110.82,43.45,0.3831224934,,,,,
1322,8/14/2022,73.24,65.61,-7.62,0,7,8,Summer,74.81,108.52,-1.58,106.50,37.38,0.3838510424,,,,,
1323,8/15/2022,82.78,86.05,3.27,1,1,8,Summer,73.24,136.56,9.54,101.46,30.43,0.384580977,,,,,
1324,8/16/2022,87.10,90.59,3.49,1,2,8,Summer,82.78,128.95,4.32,93.77,17.05,0.3853122995,,,,,
1325,8/17/2022,85.13,84.37,-0.77,0,3,8,Summer,87.10,109.55,-1.97,87.79,-2.74,0.3860450128,,,,,
1326,8/18/2022,94.09,83.11,-10.98,0,4,8,Summer,85.13,100.50,8.96,84.31,-2.47,0.3867791193,,,,,
1327,8/19/2022,104.09,87.46,-16.63,0,5,8,Summer,94.09,86.58,10.00,83.39,-3.66,0.3875146219,,,,,
1328,8/20/2022,98.65,92.27,-6.38,0,6,8,Summer,104.09,74.81,-5.44,85.89,-5.76,0.3882515231,,,,,
1329,8/21/2022,91.78,87.96,-3.82,0,7,8,Summer,98.65,73.24,-6.87,89.30,-5.09,0.3889898256,,,,,
1330,8/22/2022,98.43,108.29,9.87,1,1,8,Summer,91.78,82.78,6.65,91.95,-4.55,0.3897295321,,,,,
1331,8/23/2022,103.83,109.90,6.07,1,2,8,Summer,98.43,87.10,5.41,94.18,-3.60,0.3904706452,,,,,
1332,8/24/2022,115.25,115.64,0.39,1,3,8,Summer,103.83,85.13,11.41,96.57,-3.23,0.3912131676,,,,,
1333,8/25/2022,118.15,102.08,-16.07,0,4,8,Summer,115.25,94.09,2.90,100.87,-3.07,0.391957102,,,,,
1334,8/26/2022,116.86,152.76,35.89,1,5,8,Summer,118.15,104.09,-1.29,104.31,-3.80,0.392702451,,,,,
1335,8/27/2022,96.12,98.40,2.28,1,6,8,Summer,116.86,98.65,-20.74,106.13,3.71,0.3934492175,,,,,
1336,8/28/2022,91.57,93.09,1.52,1,7,8,Summer,96.12,91.78,-4.54,105.77,4.95,0.3941974039,,,,,
1337,8/29/2022,120.40,143.86,23.46,1,1,8,Summer,91.57,98.43,28.82,105.74,5.71,0.3949470132,,,,,
1338,8/30/2022,128.10,122.47,-5.63,0,2,8,Summer,120.40,103.83,7.71,108.88,7.65,0.3956980479,,,,,
1339,8/31/2022,115.11,88.71,-26.40,0,3,8,Summer,128.10,115.25,-13.00,112.35,5.98,0.3964505108,,,,,
1340,9/1/2022,91.50,81.70,-9.80,0,4,9,Fall,115.11,118.15,-23.61,112.33,2.15,0.3972044045,,,,,
1341,9/2/2022,85.23,79.40,-5.83,0,5,9,Fall,91.50,116.86,-6.27,108.52,3.05,0.3979597319,,,,,
1342,9/3/2022,84.67,86.84,2.17,1,6,9,Fall,85.23,96.12,-0.56,104.00,-2.92,0.3987164956,,,,,
1343,9/4/2022,88.12,91.85,3.73,1,7,9,Fall,84.67,91.57,3.45,102.37,-2.93,0.3994746984,,,,,
1344,9/5/2022,87.24,108.18,20.94,1,1,9,Fall,88.12,120.40,-0.89,101.88,-2.62,0.400234343,,,,,
1345,9/6/2022,92.06,97.30,5.24,1,2,9,Fall,87.24,128.10,4.82,97.14,-2.98,0.4009954321,,,,,
1346,9/7/2022,92.33,95.75,3.42,1,3,9,Fall,92.06,115.11,0.27,91.99,-1.42,0.4017579686,,,,,
1347,9/8/2022,85.77,84.99,-0.78,0,4,9,Fall,92.33,91.50,-6.56,88.73,2.84,0.402521955,,,,,
1348,9/9/2022,86.09,76.55,-9.54,0,5,9,Fall,85.77,85.23,0.32,87.92,4.13,0.4032873943,,,,,
1349,9/10/2022,79.69,86.23,6.55,1,6,9,Fall,86.09,84.67,-6.41,88.04,3.60,0.4040542892,,,,,
1350,9/11/2022,80.38,96.34,15.95,1,7,9,Fall,79.69,88.12,0.70,87.33,4.22,0.4048226423,,,,,
1351,9/12/2022,101.40,121.62,20.23,1,1,9,Fall,80.38,87.24,21.01,86.22,5.97,0.4055924566,,,,,
1352,9/13/2022,104.85,121.77,16.93,1,2,9,Fall,101.40,92.06,3.45,88.25,5.87,0.4063637348,,,,,
1353,9/14/2022,90.73,80.86,-9.86,0,3,9,Fall,104.85,92.33,-14.12,90.07,7.54,0.4071364796,,,,,
1354,9/15/2022,84.40,68.78,-15.62,0,4,9,Fall,90.73,85.77,-6.33,89.84,5.64,0.4079106939,,,,,
1355,9/16/2022,83.99,71.11,-12.88,0,5,9,Fall,84.40,86.09,-0.41,89.65,3.52,0.4086863805,,,,,
1356,9/17/2022,80.10,69.32,-10.78,0,6,9,Fall,83.99,79.69,-3.89,89.35,3.04,0.4094635421,,,,,
1357,9/18/2022,87.93,82.88,-5.05,0,7,9,Fall,80.10,80.38,7.83,89.40,0.57,0.4102421816,,,,,
1358,9/19/2022,105.34,79.45,-25.89,0,1,9,Fall,87.93,101.40,17.41,90.48,-2.43,0.4110223017,,,,,
1359,9/20/2022,88.21,68.03,-20.18,0,2,9,Fall,105.34,104.85,-17.13,91.05,-9.02,0.4118039053,,,,,
1360,9/21/2022,83.09,74.72,-8.37,0,3,9,Fall,88.21,90.73,-5.12,88.67,-14.32,0.4125869952,,,,,
1361,9/22/2022,80.99,72.94,-8.05,0,4,9,Fall,83.09,84.40,-2.10,87.58,-14.11,0.4133715743,,,,,
1362,9/23/2022,66.60,45.57,-21.03,0,5,9,Fall,80.99,83.99,-14.40,87.09,-13.03,0.4141576453,,,,,
1363,9/24/2022,55.68,41.00,-14.68,0,6,9,Fall,66.60,80.10,-10.92,84.61,-14.19,0.4149452111,,,,,
1364,9/25/2022,48.15,42.89,-5.27,0,7,9,Fall,55.68,87.93,-7.52,81.12,-14.75,0.4157342745,,,,,
1365,9/26/2022,55.87,59.55,3.69,1,1,9,Fall,48.15,105.34,7.71,75.44,-14.78,0.4165248385,,,,,
1366,9/27/2022,54.82,46.75,-8.07,0,2,9,Fall,55.87,88.21,-1.04,68.37,-10.56,0.4173169058,,,,,
1367,9/28/2022,54.60,52.29,-2.31,0,3,9,Fall,54.82,83.09,-0.23,63.60,-8.83,0.4181104793,,,,,
1368,9/29/2022,60.46,59.68,-0.78,0,4,9,Fall,54.60,80.99,5.86,59.53,-7.96,0.4189055618,,,,,
1369,9/30/2022,58.62,50.62,-7.99,0,5,9,Fall,60.46,66.60,-1.84,56.60,-6.92,0.4197021563,,,,,
1370,10/1/2022,49.54,43.76,-5.78,0,6,10,Fall,58.62,55.68,-9.07,55.46,-5.06,0.4205002656,,,,,
1371,10/2/2022,45.93,45.27,-0.66,0,7,10,Fall,49.54,48.15,-3.62,54.58,-3.79,0.4212998926,,,,,
1372,10/3/2022,54.58,53.74,-0.84,0,1,10,Fall,45.93,55.87,8.66,54.26,-3.13,0.4221010402,,,,,
1373,10/4/2022,58.59,65.72,7.14,1,2,10,Fall,54.58,54.82,4.00,54.08,-3.78,0.4229037112,,,,,
1374,10/5/2022,60.59,64.83,4.24,1,3,10,Fall,58.59,54.60,2.00,54.62,-1.60,0.4237079086,,,,,
1375,10/6/2022,63.78,64.99,1.21,1,4,10,Fall,60.59,60.46,3.20,55.47,-0.67,0.4245136353,,,,,
1376,10/7/2022,68.43,77.58,9.15,1,5,10,Fall,63.78,58.62,4.65,55.95,-0.38,0.4253208941,,,,,
1377,10/8/2022,63.59,64.46,0.88,1,6,10,Fall,68.43,49.54,-4.85,57.35,2.07,0.4261296881,,,,,
1378,10/9/2022,59.47,51.59,-7.88,0,7,10,Fall,63.59,45.93,-4.12,59.35,3.02,0.42694002,,,,,
1379,10/10/2022,65.84,75.49,9.66,1,1,10,Fall,59.47,54.58,6.37,61.29,1.99,0.4277518929,,,,,
1380,10/11/2022,66.40,70.21,3.81,1,2,10,Fall,65.84,58.59,0.56,62.90,3.49,0.4285653097,,,,,
1381,10/12/2022,66.00,56.84,-9.16,0,3,10,Fall,66.40,60.59,-0.40,64.01,3.01,0.4293802732,,,,,
1382,10/13/2022,66.06,56.34,-9.72,0,4,10,Fall,66.00,63.78,0.06,64.79,1.10,0.4301967865,,,,,
1383,10/14/2022,63.76,48.69,-15.07,0,5,10,Fall,66.06,68.43,-2.30,65.11,-0.47,0.4310148525,,,,,
1384,10/15/2022,54.99,41.25,-13.74,0,6,10,Fall,63.76,63.59,-8.77,64.44,-3.93,0.4318344741,,,,,
1385,10/16/2022,51.35,52.57,1.22,1,7,10,Fall,54.99,59.47,-3.64,63.22,-6.01,0.4326556543,,,,,
1386,10/17/2022,62.84,54.10,-8.74,0,1,10,Fall,51.35,65.84,11.48,62.06,-4.72,0.4334783961,,,,,
1387,10/18/2022,63.09,47.39,-15.70,0,2,10,Fall,62.84,66.40,0.25,61.63,-7.34,0.4343027024,,,,,
1388,10/19/2022,60.70,47.81,-12.89,0,3,10,Fall,63.09,66.00,-2.39,61.16,-10.13,0.4351285763,,,,,
1389,10/20/2022,58.32,49.30,-9.02,0,4,10,Fall,60.70,66.06,-2.38,60.40,-10.66,0.4359560206,,,,,
1390,10/21/2022,54.32,45.65,-8.67,0,5,10,Fall,58.32,63.76,-4.00,59.29,-10.56,0.4367850384,,,,,
1391,10/22/2022,45.80,47.22,1.41,1,6,10,Fall,54.32,54.99,-8.51,57.94,-9.65,0.4376156326,,,,,
1392,10/23/2022,43.17,46.71,3.54,1,7,10,Fall,45.80,51.35,-2.64,56.63,-7.48,0.4384478064,,,,,
1393,10/24/2022,50.88,52.93,2.05,1,1,10,Fall,43.17,62.84,7.71,55.46,-7.15,0.4392815625,,,,,
1394,10/25/2022,51.94,49.58,-2.36,0,2,10,Fall,50.88,63.09,1.07,53.75,-5.61,0.4401169042,,,,,
1395,10/26/2022,54.53,49.07,-5.46,0,3,10,Fall,51.94,60.70,2.59,52.16,-3.70,0.4409538344,,,,,
1396,10/27/2022,54.69,50.61,-4.08,0,4,10,Fall,54.53,58.32,0.16,51.28,-2.64,0.4417923561,,,,,
1397,10/28/2022,54.31,48.94,-5.36,0,5,10,Fall,54.69,54.32,-0.38,50.76,-1.94,0.4426324723,,,,,
1398,10/29/2022,46.67,52.86,6.19,1,6,10,Fall,54.31,45.80,-7.64,50.76,-1.46,0.4434741861,,,,,
1399,10/30/2022,47.06,47.36,0.30,1,7,10,Fall,46.67,43.17,0.38,50.88,-0.78,0.4443175005,,,,,
1400,10/31/2022,52.29,45.57,-6.72,0,1,10,Fall,47.06,50.88,5.24,51.44,-1.24,0.4451624185,,,,,
1401,11/1/2022,51.83,47.27,-4.56,0,2,11,Fall,52.29,51.94,-0.46,51.64,-2.50,0.4460089433,,,,,
1402,11/2/2022,46.91,38.68,-8.23,0,3,11,Fall,51.83,54.53,-4.92,51.63,-2.81,0.4468570778,,,,,
1403,11/3/2022,41.79,40.95,-0.84,0,4,11,Fall,46.91,54.69,-5.11,50.54,-3.21,0.4477068251,,,,,
1404,11/4/2022,39.84,35.48,-4.35,0,5,11,Fall,41.79,54.31,-1.96,48.69,-2.75,0.4485581884,,,,,
1405,11/5/2022,31.58,24.07,-7.52,0,6,11,Fall,39.84,46.67,-8.25,46.63,-2.60,0.4494111706,,,,,
1406,11/6/2022,26.46,29.26,2.80,1,7,11,Fall,31.58,47.06,-5.12,44.47,-4.56,0.4502657748,,,,,
1407,11/7/2022,32.94,37.85,4.91,1,1,11,Fall,26.46,52.29,6.48,41.53,-4.20,0.4511220041,,,,,
1408,11/8/2022,36.86,27.74,-9.13,0,2,11,Fall,32.94,51.83,3.92,38.76,-2.54,0.4519798617,,,,,
1409,11/9/2022,43.73,63.77,20.05,1,3,11,Fall,36.86,46.91,6.86,36.63,-3.19,0.4528393505,,,,,
1410,11/10/2022,38.18,34.83,-3.35,0,4,11,Fall,43.73,41.79,-5.55,36.17,0.85,0.4537004738,,,,,
1411,11/11/2022,36.74,42.86,6.12,1,5,11,Fall,38.18,39.84,-1.44,35.66,0.49,0.4545632346,,,,,
1412,11/12/2022,37.56,44.65,7.08,1,6,11,Fall,36.74,31.58,0.82,35.21,1.98,0.4554276361,,,,,
1413,11/13/2022,40.18,27.71,-12.47,0,7,11,Fall,37.56,26.46,2.62,36.07,4.07,0.4562936812,,,,,
1414,11/14/2022,58.47,55.50,-2.97,0,1,11,Fall,40.18,32.94,18.29,38.03,1.89,0.4571613733,,,,,
1415,11/15/2022,68.54,76.63,8.09,1,2,11,Fall,58.47,36.86,10.07,41.67,0.76,0.4580307154,,,,,
1416,11/16/2022,72.46,60.78,-11.68,0,3,11,Fall,68.54,43.73,3.92,46.20,3.22,0.4589017106,,,,,
1417,11/17/2022,68.89,73.37,4.48,1,4,11,Fall,72.46,38.18,-3.56,50.30,-1.31,0.4597743621,,,,,
1418,11/18/2022,73.60,75.95,2.36,1,5,11,Fall,68.89,36.74,4.70,54.69,-0.19,0.4606486731,,,,,
1419,11/19/2022,71.97,81.52,9.55,1,6,11,Fall,73.60,37.56,-1.63,59.96,-0.73,0.4615246466,,,,,
1420,11/20/2022,88.81,144.50,55.69,1,7,11,Fall,71.97,40.18,16.84,64.87,-0.38,0.462402286,,,,,
1421,11/21/2022,113.87,159.81,45.93,1,1,11,Fall,88.81,58.47,25.06,71.82,9.36,0.4632815942,,,,,
1422,11/22/2022,107.96,77.34,-30.62,0,2,11,Fall,113.87,68.54,-5.91,79.73,16.34,0.4641625745,,,,,
1423,11/23/2022,82.66,69.06,-13.60,0,3,11,Fall,107.96,72.46,-25.31,85.37,10.81,0.4650452302,,,,,
1424,11/24/2022,56.90,51.97,-4.94,0,4,11,Fall,82.66,68.89,-25.76,86.82,10.54,0.4659295643,,,,,
1425,11/25/2022,60.82,66.75,5.93,1,5,11,Fall,56.90,73.60,3.91,85.11,9.19,0.46681558,,,,,
1426,11/26/2022,58.21,49.40,-8.80,0,6,11,Fall,60.82,71.97,-2.61,83.29,9.71,0.4677032806,,,,,
1427,11/27/2022,58.03,64.10,6.07,1,7,11,Fall,58.21,88.81,-0.18,81.32,7.08,0.4685926693,,,,,
1428,11/28/2022,66.83,57.96,-8.86,0,1,11,Fall,58.03,113.87,8.80,76.92,0.00,0.4694837492,,,,,
1429,11/29/2022,71.35,54.07,-17.29,0,2,11,Fall,66.83,107.96,4.53,70.20,-7.83,0.4703765236,,,,,
1430,11/30/2022,54.79,65.37,10.59,1,3,11,Fall,71.35,82.66,-16.57,64.97,-5.93,0.4712709957,,,,,
1431,12/1/2022,67.20,73.88,6.68,1,4,12,Winter,54.79,56.90,12.41,60.99,-2.47,0.4721671688,,,,,
1432,12/2/2022,77.36,59.20,-18.16,0,5,12,Winter,67.20,60.82,10.16,62.46,-0.81,0.473065046,,,,,
1433,12/3/2022,54.41,40.09,-14.32,0,6,12,Winter,77.36,58.21,-22.95,64.82,-4.25,0.4739646306,,,,,
1434,12/4/2022,51.23,40.50,-10.73,0,7,12,Winter,54.41,58.03,-3.18,64.28,-5.04,0.4748659259,,,,,
1435,12/5/2022,59.00,48.22,-10.77,0,1,12,Winter,51.23,66.83,7.77,63.31,-7.44,0.4757689352,,,,,
1436,12/6/2022,54.13,44.41,-9.72,0,2,12,Winter,59.00,71.35,-4.87,62.19,-7.71,0.4766736615,,,,,
1437,12/7/2022,45.05,39.57,-5.48,0,3,12,Winter,54.13,54.79,-9.08,59.73,-6.63,0.4775801083,,,,,
1438,12/8/2022,43.40,42.47,-0.93,0,4,12,Winter,45.05,67.20,-1.65,58.34,-8.93,0.4784882789,,,,,
1439,12/9/2022,50.82,45.78,-5.04,0,5,12,Winter,43.40,77.36,7.42,54.94,-10.02,0.4793981764,,,,,
1440,12/10/2022,58.99,55.12,-3.88,0,6,12,Winter,50.82,54.41,8.17,51.15,-8.14,0.4803098042,,,,,
1441,12/11/2022,72.81,62.57,-10.24,0,7,12,Winter,58.99,51.23,13.82,51.80,-6.65,0.4812231655,,,,,
1442,12/12/2022,90.77,158.54,67.77,1,1,12,Winter,72.81,59.00,17.95,54.89,-6.58,0.4821382637,,,,,
1443,12/13/2022,95.90,153.73,57.84,1,2,12,Winter,90.77,54.13,5.13,59.43,4.64,0.483055102,,,,,
1444,12/14/2022,123.37,159.52,36.15,1,3,12,Winter,95.90,45.05,27.48,65.39,14.29,0.4839736838,,,,,
1445,12/15/2022,136.33,92.87,-43.46,0,4,12,Winter,123.37,43.40,12.96,76.58,20.24,0.4848940125,,,,,
1446,12/16/2022,88.46,79.30,-9.16,0,5,12,Winter,136.33,50.82,-47.87,89.86,14.16,0.4858160912,,,,,
1447,12/17/2022,102.73,67.20,-35.54,0,6,12,Winter,88.46,58.99,14.27,95.23,13.57,0.4867399233,,,,,
1448,12/18/2022,118.37,90.57,-27.80,0,7,12,Winter,102.73,72.81,15.63,101.48,9.05,0.4876655122,,,,,
1449,12/19/2022,141.04,130.10,-10.94,0,1,12,Winter,118.37,90.77,22.67,107.99,6.54,0.4885928612,,,,,
1450,12/20/2022,144.35,116.50,-27.85,0,2,12,Winter,141.04,95.90,3.31,115.17,-4.70,0.4895219737,,,,,
1451,12/21/2022,112.98,74.39,-38.59,0,3,12,Winter,144.35,123.37,-31.38,122.09,-16.94,0.490452853,,,,,
1452,12/22/2022,84.46,62.51,-21.95,0,4,12,Winter,112.98,136.33,-28.52,120.61,-27.62,0.4913855024,,,,,
1453,12/23/2022,117.37,483.18,365.81,1,5,12,Winter,84.46,88.46,32.91,113.20,-24.55,0.4923199254,,,,,
1454,12/24/2022,232.06,894.24,662.18,1,6,12,Winter,117.37,102.73,114.69,117.33,29.02,0.4932561253,,,,,
1455,12/25/2022,235.19,222.80,-12.40,0,7,12,Winter,232.06,118.37,3.13,135.80,128.69,0.4941941054,,,,,
1456,12/26/2022,302.08,248.50,-53.57,0,1,12,Winter,235.19,141.04,66.88,152.49,130.90,0.4951338693,,,,,
1457,12/27/2022,241.95,173.73,-68.21,0,2,12,Winter,302.08,144.35,-60.13,175.50,124.81,0.4960754202,,,,,
1458,12/28/2022,180.81,142.84,-37.98,0,3,12,Winter,241.95,112.98,-61.13,189.44,119.04,0.4970187616,,,,,
1459,12/29/2022,88.87,70.41,-18.46,0,4,12,Winter,180.81,84.46,-91.94,199.13,119.13,0.4979638968,,,,,
1460,12/30/2022,54.55,36.61,-17.94,0,5,12,Winter,88.87,117.37,-34.32,199.76,119.62,0.4989108293,,,,,
1461,12/31/2022,39.75,34.11,-5.63,0,6,12,Winter,54.55,232.06,-14.80,190.79,64.80,0.4998595625,,,,,
1462,1/1/2023,34.16,27.50,-6.67,0,7,1,Winter,39.75,235.19,-5.58,163.31,-30.60,0.5008100999,,,,,
1463,1/2/2023,35.06,32.94,-2.12,0,1,1,Winter,34.16,302.08,0.90,134.59,-29.78,0.5017624447,,,,,
1464,1/3/2023,38.33,39.70,1.37,1,2,1,Winter,35.06,241.95,3.26,96.45,-22.43,0.5027166006,,,,,
1465,1/4/2023,37.72,29.71,-8.02,0,3,1,Winter,38.33,180.81,-0.60,67.36,-12.49,0.5036725709,,,,,
1466,1/5/2023,34.61,32.91,-1.70,0,4,1,Winter,37.72,88.87,-3.12,46.92,-8.21,0.5046303591,,,,,
1467,1/6/2023,43.99,42.12,-1.87,0,5,1,Winter,34.61,54.55,9.39,39.17,-5.81,0.5055899686,,,,,
1468,1/7/2023,47.52,38.84,-8.68,0,6,1,Winter,43.99,39.75,3.52,37.66,-3.52,0.5065514029,,,,,
1469,1/8/2023,44.29,37.84,-6.45,0,7,1,Winter,47.52,34.16,-3.22,38.77,-3.95,0.5075146655,,,,,
1470,1/9/2023,48.14,37.33,-10.81,0,1,1,Winter,44.29,35.06,3.84,40.22,-3.92,0.5084797598,,,,,
1471,1/10/2023,45.87,52.36,6.49,1,2,1,Winter,48.14,38.33,-2.26,42.09,-5.16,0.5094466894,,,,,
1472,1/11/2023,51.63,130.54,78.91,1,3,1,Winter,45.87,37.72,5.75,43.16,-4.43,0.5104154577,,,,,
1473,1/12/2023,46.77,46.32,-0.45,0,4,1,Winter,51.63,34.61,-4.85,45.15,7.99,0.5113860682,,,,,
1474,1/13/2023,38.48,33.70,-4.78,0,5,1,Winter,46.77,43.99,-8.29,46.89,8.16,0.5123585244,,,,,
1475,1/14/2023,51.37,57.69,6.32,1,6,1,Winter,38.48,47.52,12.89,46.10,7.75,0.5133328299,,,,,
1476,1/15/2023,57.68,54.36,-3.32,0,7,1,Winter,51.37,44.29,6.31,46.65,9.89,0.5143089881,,,,,
1477,1/16/2023,59.15,46.46,-12.70,0,1,1,Winter,57.68,48.14,1.47,48.56,10.34,0.5152870026,,,,,
1478,1/17/2023,54.07,51.09,-2.98,0,2,1,Winter,59.15,45.87,-5.08,50.14,10.07,0.5162668769,,,,,
1479,1/18/2023,46.88,39.46,-7.42,0,3,1,Winter,54.07,51.63,-7.19,51.31,8.72,0.5172486145,,,,,
1480,1/19/2023,43.91,26.39,-17.52,0,4,1,Winter,46.88,46.77,-2.98,50.63,-3.62,0.518232219,,,,,
1481,1/20/2023,39.00,32.45,-6.56,0,5,1,Winter,43.91,38.48,-4.90,50.22,-6.06,0.5192176939,,,,,
1482,1/21/2023,37.56,34.54,-3.02,0,6,1,Winter,39.00,51.37,-1.45,50.30,-6.31,0.5202050428,,,,,
1483,1/22/2023,36.00,36.28,0.28,1,7,1,Winter,37.56,57.68,-1.56,48.32,-7.64,0.5211942693,,,,,
1484,1/23/2023,41.08,36.10,-4.98,0,1,1,Winter,36.00,59.15,5.08,45.23,-7.13,0.5221853769,,,,,
1485,1/24/2023,41.44,35.54,-5.91,0,2,1,Winter,41.08,54.07,0.37,42.64,-6.03,0.5231783692,,,,,
1486,1/25/2023,44.70,34.50,-10.20,0,3,1,Winter,41.44,46.88,3.26,40.84,-6.45,0.5241732498,,,,,
1487,1/26/2023,37.29,36.13,-1.16,0,4,1,Winter,44.70,43.91,-7.41,40.53,-6.84,0.5251700222,,,,,
1488,1/27/2023,37.75,32.24,-5.51,0,5,1,Winter,37.29,39.00,0.46,39.58,-4.51,0.5261686901,,,,,
1489,1/28/2023,33.62,30.70,-2.92,0,6,1,Winter,37.75,37.56,-4.13,39.40,-4.36,0.5271692571,,,,,
1490,1/29/2023,28.95,29.74,0.79,1,7,1,Winter,33.62,36.00,-4.67,38.84,-4.34,0.5281717268,,,,,
1491,1/30/2023,36.43,39.55,3.12,1,1,1,Winter,28.95,41.08,7.48,37.83,-4.27,0.5291761028,,,,,
1492,1/31/2023,52.54,40.73,-11.81,0,2,1,Winter,36.43,41.44,16.10,37.17,-3.11,0.5301823887,,,,,
1493,2/1/2023,79.31,59.90,-19.41,0,3,2,Winter,52.54,44.70,26.77,38.75,-3.96,0.5311905882,,,,,
1494,2/2/2023,76.29,53.90,-22.39,0,4,2,Winter,79.31,37.29,-3.02,43.70,-5.27,0.5322007049,,,,,
1495,2/3/2023,161.68,135.45,-26.23,0,5,2,Winter,76.29,37.75,85.39,49.27,-8.30,0.5332127424,,,,,
1496,2/4/2023,233.66,189.36,-44.30,0,6,2,Winter,161.68,33.62,71.98,66.97,-11.26,0.5342267044,,,,,
1497,2/5/2023,70.71,110.53,39.82,1,7,2,Winter,233.66,28.95,-162.96,95.55,-17.18,0.5352425946,,,,,
1498,2/6/2023,58.66,58.28,-0.38,0,1,2,Winter,70.71,36.43,-12.05,101.52,-11.60,0.5362604166,,,,,
1499,2/7/2023,46.33,33.89,-12.44,0,2,2,Winter,58.66,52.54,-12.33,104.69,-12.10,0.5372801741,,,,,
1500,2/8/2023,31.70,31.59,-0.11,0,3,2,Winter,46.33,79.31,-14.63,103.81,-12.19,0.5383018708,,,,,
1501,2/9/2023,31.16,31.16,0.01,1,4,2,Winter,31.70,76.29,-0.54,97.00,-9.43,0.5393255104,,,,,
1502,2/10/2023,28.89,29.32,0.43,1,5,2,Winter,31.16,161.68,-2.27,90.56,-6.23,0.5403510965,,,,,
1503,2/11/2023,27.81,31.35,3.54,1,6,2,Winter,28.89,233.66,-1.08,71.59,-2.43,0.5413786329,,,,,
1504,2/12/2023,27.31,28.32,1.01,1,7,2,Winter,27.81,70.71,-0.50,42.18,4.41,0.5424081233,,,,,
1505,2/13/2023,30.61,31.44,0.83,1,1,2,Winter,27.31,58.66,3.30,35.98,-1.14,0.5434395713,,,,,
1506,2/14/2023,29.28,22.82,-6.46,0,2,2,Winter,30.61,46.33,-1.33,31.97,-0.96,0.5444729808,,,,,
